text,dialect_label,region_label,sentiment_label
الله يرحمها و ينعمها و يجعل مثواها الجنة و نعيمها علي قد محبة الناس ليها . خلتني نحسها مماتي و ذكرتني بمماتي الي توفات . اللهم اتها الفردوس و جنات النعيم و اجعلها في جيرة الانبياء و الشهداء و الصالحين.,16,1,1.0
لسنا ارض عبور و حتي العبور معادش موجود لان المجهود الخرافي لنبذلوا فيه باش المهاجرين ميلتحقوش لاوروبا يقابلو ارتخاء كبير علي مستوي حدودنا الجنوبية و بالتالي اصبحت تونس مصيدة لمهاجري جنوب الصحراء نخلوهم يدخلو لتونس بكل سهولة و مبعد كي يحبو يغادروا نستاسد في منعهم ! حقيقة مؤسفة جداا !,16,1,0.0
كل الاحترام والتقدير لفخامة الرئيس ابو مازن والقيادة الفلسطينيه علي جهودهم لحماية شعبنا وقضيتنا وكل الاحترام والتقدير للدول التي تقف الي جانب شعبنا وقضيتنا,11,0,1.0
ملح يا الجزاءر ❤,0,1,1.0
في الوعي نجد مساحة السلام مع النفس ومع الاخر حتي نستطيع ان نري الاشياء علي حقيقتها عام و انتي بخير كنداكة سوزان كل عام و نحن و الوطن جميعنا بخير و سلام و امان و محبة ♥️,14,3,1.0
اكل خره العن ابوك لابو شرفك مو كنت كواد للحمايات مال صدام حتي ينطوك مقاوله,4,0,0.0
الله يجزاكم خير ياهل العراقباذن الله تتاهلون لكاس العالم .,3,2,1.0
البحرين جميلة بشمالها وجنوبها وبشرقها وغربها ❤ الحمدلله علي نعمة البحرين,1,2,1.0
والله ماتذل ولا تهون وحنا اولد نايل في كل مكان تحيا الجزائر,0,1,1.0
امراة بهذا الشموخ لم تزدها قساوة الضروف الا جلدا وتشبثا بتلابيب حياة اساءت اليها .,8,1,1.0
لك قرباطي شو بدو يطلع منك من ورا خرا البقر للفيس,15,0,0.0
كايجيبلي الاعصاب و الفقصة و الكونسير الله عندو الخرا فراسو اشداني نشوف هادالفيديو,9,1,0.0
وردة الوردات درس وقدوة البنات واللله نحلف علي القران الي كان اي وحدة جاتها دعوة كيف الي جات الوردة مرا والا راجل راو الكل مشاو وحتي واحد مايرفض اما الغيرةةعمات القلوب ولاو فرصتهم وردة هزتةامها معاها ومشيت لحدث ثقافي اخر وعاشت اللحظة بفرحة كاي واحد باش يعيشها في عمرها فاتقوا موتاكم وكل واحد في الدنيا هذه مش ياخذ علي قد قلبو ومادام قلوبكم كحلاء ربي مش باش يعطيكم الا الي قلبو صافي ويعرف معادن الناس ووردة بنية معدنها ذهب والا راي مشات وحدها مدام امها معاها مازال الهير في الدنيا,16,1,1.0
يالطيف مسح الجوخ شو منتشر بهالبلد المخادعة,15,0,0.0
احسن وحدة ام كلثوم غنت للوطن العربي بتحب بلدها قوي قوي اللة يرحمة رحمة واسعة,2,3,1.0
من يمارسون الكذب معروفين للشعب السوداني وللعالم كله . وتظل محايدون اكبر كذبة في التاريخ,14,3,0.0
سكس ولعنه الله عليكم الشعب الليبي عمره ما يتبع مع الكيان الصهيوني,8,1,0.0
رابي اترحم يسوسع غيفس يوشاس الجنة,0,1,1.0
اش ديري بيه هد سلب خطيك منو غير بضيق عليك قعدي غير هكدا راكي زينا هكدا حتي العملية تجي سهلة ولهوي يدخل من كل جيه,14,3,0.0
متي تموت نفتك منك,6,2,0.0
ماشاءالله عنك احلا شيف بالعالم حبيبتي,5,0,1.0
الحق علي صور والحق علي كل حدا نشر المقطع ولازم يتعاقبو لان مع الاسف مشان كم شب قليل ترباية عمل حالو شاطر وصور ونشر صارت البنت السورية تريند وعم ينحكي بعرضها,15,0,1.0
راك زعيم خوبا عمار بمثلكم نفتخر ربي يوفق,0,1,1.0
طيران الجيش العراقي الباسل حفظكم الله وثبت اقدامكم ونصركم بنصره بحق محمد وال محمد,4,0,1.0
قصدك هادي ليبيه . مستحيل,8,1,0.0
انت اختي شلكت روحك كي مشيت لهاك الجبري في دبي .غلطة كبيرة عملتها صراحة فيديواتك مع جداتك الله يرحمها كانت رايعة,16,1,0.0
تافهة و عملنا لها سعر,2,3,0.0
احتفال بهذا الانجاز,7,0,1.0
شي فاخر بجنن راسن نزلت علي الارض بسبب الوالده وجوها الطبيعي العتيق صدقت ليالي الطبيعه بتنطق,7,0,1.0
شو نعمل نحن يعني اغلظ من هيك ماضل ولو,15,0,0.0
ونعم فيكم كفو ابطال,13,2,1.0
ياخي انت جميله ومستحيله بارك الله في قلمك الشجاع ومنطقك الابي .وفي والديك فقد احسنا تربيتك.,14,3,1.0
خلصنا من بيت الخري لعاد تكتبو عنهم انسوهم لمزبله التاريخ,15,0,0.0
هدشي مكتعتبروهش تفاهة وقلة الاداب,8,1,0.0
والله طعرسة الموسم,14,3,0.0
ما يحدث عار علي البشريه وهذا نتيجه مباشره لتعاليم فاسده تحول البشر الي هذه الهمجيه,14,3,0.0
باين علي لونو لون شر ياحفيظ ياستار ربي يحفضنا من الشياتين .,0,1,0.0
الست المصريه رقم ولحد في النكد,2,3,0.0
اكثر اعلاميه مكروهاا عوذه من هاي الخلقه تفف عليج,4,0,0.0
لوكان مدرتيش الكحلة في حياتك مراهمش يقولو عليك,0,1,0.0
انبح ياكلبماتقدر علي غير النباح وفي الاخرة جهنم وبئس المصيرياحقير,14,3,0.0
شمكارة مسوفجة ظاسرة خصها الحبس وسيزي باش يرجعو الي نقطة الصفر ظسروك اعداء الوطن نعلة الله وعليك,9,1,0.0
قرار غير موفق وفيه مشاكل واضحة من البداية,13,2,0.0
ههه هلا بيج ابلدج الثاني الخوال عزوة,6,2,1.0
احسن رماهلها في وشها وهي اوڤر ومش حتبطل محن وتمثيل,2,3,0.0
ماشاءالله تبارك الرحمن الله يبارك لك,13,2,1.0
الله يحرق لجد بوهم لعظم اذا طاح شي نيزك من سما غادين يسميوها فالمخزن وانعدام البنيات التحتية والارنبات وداكشي,9,1,0.0
تفو عليك وعلي امثالك,11,0,0.0
عاشت فلسطين حره ابيه,11,0,1.0
عليش غظب الله يانكبة الحاظر والمستقبل,17,3,0.0
مختار الغرياني غولة مش اميرة كلها صناعية بفلوس الليبيين,8,1,0.0
لله يديم عزك يا محمد_بن_سلمان شوفتك فيها الامن والامان نسال الله ان يسدد امرك ويحفظك بحفظه,13,2,1.0
تعالي انيج ديوسج,8,1,0.0
ولاد الاصول ربنا يبارك فيكم يارب ويحفظكم,2,3,1.0
نقترح عليك تغسل الخضرة قبل القصان احسن و انفع ❤️❤️❤️و يعطيك الصحة يا حلوة ❤️❤️❤️ اي والله بالحڨحتي اني نغسلها ڨبل منڨصها❤️,16,1,1.0
حبيبتي فنانتنا الحلوة خفيفة الدم بنيتنا لولوة ملكة الكوميديا الراقية والايجابية ، نحبچ وااايد ونعزچ ربي يوفقچ ويسعدچ ياقلبي ودايما الي الامام,6,2,1.0
شو يعني مشاهير وشو يعني مؤثر ؟ انا شايفه مجانين دايرين ع السوشال ميديا,5,0,0.0
جهنم وبيس المصير جبناء,8,1,0.0
يعني مفيش غير البهيمة دا ال يدينا رايه عن عمل المراة,2,3,0.0
يااريت لكن عاادي طزز وديماا طزز,8,1,0.0
الله يحميكي يا رب و بخليكي لاهلك ❤️❤️❤️❤️,7,0,1.0
تسلم الانامل التي سطرت الحروف نورتي,17,3,1.0
شو يا خرا وينك غاطس الله يلعن شرفك,11,0,0.0
مو هو المحترم انت الفلتانة,15,0,0.0
قولتها مليون مره مدبولي مكانه في الزريبه,2,3,0.0
الجيش هو المكن الدعم السريع وخلاه يكون عندو اراده مستقله كمان,14,3,1.0
⚘احسنت مزيدا من التطور,8,1,1.0
ابن اليهوديه قذرين عبده الشيطان,11,0,0.0
موحجاها القائد كاللهم تنذلون,4,0,0.0
مافيش كلبه زيك,8,1,0.0
كفو يابنتنا وانتي دايما بالقمه وكلنا نشجعك,13,2,1.0
واش دخلنا حنا فيه ياك هوا في تيندوف واكل شارب والمصاريف ديال تنقلات والفنادق كلها من خزينة الدولة الجزائرية الكابرنات يصرفو ونتوما نبحو وهوا يتفطح علي ظهر الحمير والبغال,9,1,0.0
انا اماراتية لكن اموت علي عمان,3,2,1.0
فخر ان بناتنا يوصلوا لهالمستوي,13,2,1.0
الي نار جهنم الكاسيات العاريات لعنش الله لعنش الله انت كاسيه عاريه ذكرتي في القران فانت الي نار جهنم فهل انت لزوجش ام للعالم,17,3,0.0
رحمة الله تغشاه رحمة ربي عليه من افضل الناس في شرح تفسير القران موته خسارة كبيرة لنا,17,3,1.0
ههه. اكيد راح يسقط كل المطب ع مع الكيان ￼,8,1,0.0
الله الله علی بنت بلادي بلباسها الثراثي القفطان المغربي ❤️,9,1,1.0
واضح ai يا طعمية,13,2,0.0
اشيفك جنك ستراوي,1,2,0.0
والله نفس رايي داكتبه وشفتج كاتبه ديحاولون يعدلون الموقف بس مديفيد الام والمذيعه خزززي,4,0,0.0
