Comment,dialect,platform,Category,label
ليش ابن الكحبه دوني حيوان تريد انقل السلبية وسوالف رسلي وغيره من الحيوانات/  ابن العاهر يضوج يگلوله امك شريفه,Iraq,X,Socialite,N
عمي زبايل هيج بشر,Iraq,X,Socialite,N
يمعود انت حرّة دمك! كلشي تسويه غلط,Iraq,X,Socialite,N
تطبيل تطبيل ضهوره معك بالفيد وتعمدك لتصوير معها دليل ع انك مخطيه 🗿🗿🗿🗿,Iraq,INS,Socialite,N
ليش يا الرغيف العجيب حاطة للبنية العسل فيلتر؟؟؟,Iraq,INS,Socialite,N
 هاي طفله اصلا متفل عليكم كلكم ب احد فيديواتها وتشتم وتغلط وتكول لاتدافعون عني كاااافي,Iraq,INS,Socialite,N
ليش الأسئلة غبية.. ضيف كان لازم تستغلو حضوره,Iraq,YT,Socialite,N
صدگ والله شگد اكو چذابين مثل هذا علي النشمي بالعراق ويتكلمون بكل ثقة!! والچذاب الاخر جاسم,Iraq,YT,Socialite,N
ردة فعلهم اثنينهم استفزازية وكلش ما بيها ذوق ولا تقدير,Iraq,YT,Socialite,N
معقولة التفاهة والبرودة وقلة الامتنان اللي عدكم؟!!!,Iraq,YT,Socialite,N
غثوني الطلاب,Iraq,YT,Socialite,N
كلاوجيه كولهم,Iraq,X,Socialite,N
هذول جماعتكم كلهم كذابين,Iraq,X,Socialite,N
خرب روحه شكد غثه,Iraq,X,Socialite,N
"الكذب المرتب أفضل من الصدق المخربط",Iraq,FB,Socialite,N
والله احنا بكل عزاء لطامين هاي مشكلتنه بلا عقل,Iraq,X,Socialite,N
اريد الواتساب مالت البرنامج حتى اشتكي عل احمد اجود امر الكندي يتحرش بلجنود مالتو,Iraq,YT,Socialite,N
كلش خوش حلقه,Iraq,YT,Socialite,P
صدگون ماماكلة الگيمر بحياتي,Iraq,YT,Socialite,P
قصده مصير الذيول على المحك,Iraq,YT,Socialite,P
اي هسه يقبلون,Iraq,YT,Socialite,P
محد يحجي وياك,Iraq,YT,Socialite,P
ذاك الاسبوع رواتب ماكو,Iraq,YT,Socialite,P
تخبل,Iraq,YT,Socialite,P
هاي ليش هيج مليانه توك توك,Iraq,YT,Socialite,P
هاي بالرصافة عيني الكرخ ماعدهم هيج ..,Iraq,YT,Socialite,P
وين هذا شلون نكدر نتواصل وياه,Iraq,YT,Socialite,P
اني جاي ادور على معلوماته,Iraq,YT,Socialite,P
رواتب ماكو,Iraq,YT,Socialite,P
واووو شكد ذكي,Iraq,YT,Socialite,P
محترم كلش وخجول,Iraq,YT,Socialite,P
بس اشوفهم احس الدنيا بعدها بخير وفعلاً اكو حب حقيقي🥹,Iraq,YT,Socialite,P
شگد لطيفييين,Iraq,YT,Socialite,P
المميزات تعلگ وي الفاينل هسه كلشي ماكو,Iraq,YT,Socialite,P
اي والله عود ليش,Iraq,YT,Socialite,P
اي والله شكد صحيح,Iraq,YT,Socialite,P
هسه چنت اگول ليش بالعطلة صار كلشي ملل شو بالدوام اشكال الريلزات والمسلسلات تطلع,Iraq,INS,Socialite,P
عفية 😍,Iraq,INS,Socialite,P
يوههه شنو هذا من صدج,Iraq,INS,Socialite,P
طول اللقاء اني مبتسمه من كل گلبي  شكرا احمد على هاللقاء الحلو  احلى انس بالدنيا,Iraq,YT,Socialite,P
اانس بالمقابل مالتو ايخلنا نجي من الواقع واحمد بالمقابل مالتو يخلينا نبجي من الضحك,Iraq,YT,Socialite,P
شكد انسان راقي ومحبوب و هادي وتحس بالمتعه وانت تسمع صوته وحواره كل التوفيق الك انس بوخش متابعيك من العراق,Iraq,YT,Socialite,P
اووف يماا سوده عليه بدون ارادي حجت البداخلها متحملت تريد تفضفض💔🥺🥺,Iraq,INS,Socialite,P
تخبل والله ماعرف ليش الحلوه معدها حظ 😢💔,Iraq,INS,Socialite,P
لله يجبر بخاطرج 💔الخصه مالتج دمرتني والقران لله يساعد كلبج,Iraq,INS,Socialite,P
دكافي شكد لحيتو شسالفه هس وذا فلتر 🗿,Iraq,INS,Socialite,P
كلشي يتركع اذا تحطين واهسج وياه,Iraq,INS,Socialite,P
هاي شمسوية بي مسودنتة مايعرف شيكول,Iraq,INS,Socialite,P
من اصور تخرجي ادزلج😍👏,Iraq,INS,Socialite,P
اي والله خوش عصير يخبل 😉😉,Iraq,INS,Socialite,P
الله يساعدكم مسكين ربي يشافي,Iraq,INS,Socialite,P
احلى محاضره جانت❤️😄,Iraq,INS,Socialite,P
شگد حلوة هاي الفعاليات ✨,Iraq,INS,Socialite,P
خطيه الله يعينهم 😢,Iraq,INS,Socialite,P
الله ير حمها ويسكنها الله فسيح جناته يارب .ياليت اهل الغرف القديمة اللي على باب المسجد الكبير. يتبرعوا بها لله للمسجد.ونتمنى ذلك. اتبرعوا فيهم لله او مقابل الثمن.,Iraq,INS,Socialite,P
قليله بحقك. لعد مرتك. ممكفيتك. ام اولادك ضحيت. بيهم على مود وحده. هسه هيه وينهه ثانيه. هم عافتك. ضليت هوه هاذا الميفكر. بعائلته. ويفكر. بس بنفسه. بتالي هيج مصيره. واكثر. ف يا. حجي انته. تستحق الاكثر.,Iraq,INS,Socialite,P
خطيه شكد طيبين شكد افرح من اشوف هيج ناس بعدها موجوده بهاذا الزمن الله يحفظ الجميع و الف مبروك 😊❤,Iraq,INS,Socialite,P
والله يا ناس من تشوف هيج شي تحس بالفخر,Iraq,INS,Socialite,P
شكد احبها شكد فرحت الف مبرووووك وفدوه نيكول شكد حلو رد فعلها ربي يسعدهم,Iraq,INS,Socialite,P
"حلوه مال التيغه من فلشها لانها تجبر إنحناء الضيوف وفيه معنى أبعد من ذلك.",Iraq,FB,Socialite,P
انطوني تلفون ونت وشاحنه ومعليكم عوفوني هناك 😁,Iraq,FB,Socialite,P
"انعم وأكرم تستاهل كل خير اخي الطيب",Iraq,FB,Socialite,P
عمي برميل عادي وقالبين ثلج كله ما يكلف 20 الف دينار عراقي يعني 13 دولار فقطق,Iraq,FB,Socialite,P
وادي الذئاب الجزء الاول ع قناة 1 بغداد شوكت اعاده,Iraq,FB,Socialite,P
"هاذا هو جسر الشهداء فيه ذكريات الطفوله منذو سنوات رميت جنطتي الدانتيل مطعمه بالدانتيل والورد الراسقي تحتوي على نقود ي اليوميه اشتري بها النمنميات وانا ماشي عالجسر رميتها من فتحة الجسر للنهر وبقيت ابكي عليها اشلون ارميه وانا بعمر صغيره وبريءه فاصبح جسر الشهداء ذاكرت الطفوله فقدت جنطتي الجميله في النهر الجميل نهر العراق الخالد
",Iraq,FB,Socialite,P
والله الخير جاي للعراق ويا هل طيور الجتي,Iraq,FB,Socialite,P
"الله علصوت الحنين تحياتنه للفنان القدير رضا الخياط 
بغداد جميلة بذكرياتها وناسها الأصيلة",Iraq,FB,Socialite,P
منو اشتاك لبرنامج احمد البشير اتمنه يرجع بسرعه وقت,Iraq,YT,Socialite,P
مااعرف ليش ضيوف احمد البشير احبهم وعبالك احمد يعرف شريد منه ومنو يستضيفه ️,Iraq,YT,Socialite,P
الحلقة حيل حيل عجبتني وبذاث اسلوب احمد يضحك احب شخصيته وايد ️.,Iraq,YT,Socialite,P
احمد كاعد يفاجئنا بلقائات الضيوف من وياي ️,Iraq,YT,Socialite,P
شخصيه الي مثل انس لو يوم كامل اكعد اناقشه ابد ماامل شخصية رائعة,Iraq,YT,Socialite,P
اني مره اتخيلت انس كاعد كبالي واجاوب عن اسألته والي صار بحياتي فعلا اسألته تخلي الواحد يحجي ويبجي لحد ميكول بس لأن يدخل بالعلاقات الاسريه والام والاب َالطفوله واكثر الأشياء الي تأثر بحياتنه يااااااا ربي,Iraq,YT,Socialite,P
متأكده هاي من اجمل القائات احمد البشير احترمك كلش هواي واثقه بمحتواك ومتصدك شكد تعلمت منك,Iraq,YT,Socialite,P
انس انسان لطيف لكن للامانة ابد مجاوب بعفوية اكو هواية اسئلة الغاية منها طرفة ، فجان حلو يكون الجواب بسيط و عفوي بعيداً عن الفلسفة و السرد و المثاليات,Iraq,YT,Socialite,P
متحمسه لهل حلقة بالاخص قبل اكو حلقة بين انس و احمد ، ف احس كلش حلوة حتصير هذي الحلقة 🥹,Iraq,YT,Socialite,P
مستحيل شكد انسان هادئ ومحترم احتاج مثل انس بحياتي,Iraq,YT,Socialite,P
الحلقه كلهه على بعضهه ريلاكس وراحة وهدوء كلهه استقرار كلش حلوه,Iraq,YT,Socialite,P
يعني ياريت احمد تكثر هيج ضيوف شوفتهم تفتح النفس ولقاءهم خفيف وتستفاد منه ، انس من احب المقدمين على گلبي سعيدة بشوفتكم سوة من جديد ، كُلش حبيت الحلقة من بعد غياب هل موسم كامل عن البشير ، خطوة تجنن,Iraq,YT,Socialite,P
الي لفت انتباهي وحبيته كلش برنامج أنس انه يعطي مطلق الحرية للضيف في الكلام براحة مو مثل أسأله هذه الكبسوله سؤال ورا سؤال حتى تخلي شخص متوتر ومياخذ راحته,Iraq,YT,Socialite,P
ايي والله هواي شايف هيج نماذج,Iraq,YT,Socialite,P
هاذا انسان وطني نزيه ان شاء الله بالمستقبل يصير رئيس وزراء,Iraq,YT,Socialite,P
تگدر تثبت حبك للرئيس من خلال الاعجاب حتى نقيم كم شخص معجب في الرئيس احمد البشير حي الله الريس احمد البشيررررررر,Iraq,YT,Socialite,P
هاي كدامكم حجه عن السني الحلبوسي علمود لحد ليكول ميحجي عن سياسين سنه,Iraq,YT,Socialite,P
شباب اضن القيامه راح تقوم نوري رجع و هاذا اليكول عود هوه المهدي استغفر الله و النبي عيسى اب باب الشرجي,Iraq,YT,Socialite,P
عاشت الايادي والحناجر,Iraq,YT,Socialite,P
حسيت نفسي كاعدا ويا جدي وخالي من اروح لبيت جدي يضل جدي يسولفنة ويكعد خالي وهم يسولفنة وننجمع كليتنة شكد حلو هيج كاعدا,Iraq,YT,Socialite,P
اول مره اشوف لقاء بهيج صراحه وحجي طك بطك,Iraq,YT,Socialite,P
شنو موضوعه شبي مشهور لو شنو هواي داشوفه,Iraq,YT,Socialite,P
الله اعلم شراح يكول,Iraq,YT,Socialite,P
بارك الله بك يا أحمد على هذه المنحة شكد حلو هيج الإنسان القادر على المساعدة يمنح الآخرين فرصة لتطوير أنفسهم وبناء مستقبلهم.,Iraq,YT,Socialite,P
الشباب اللي اتصلت بيهم علمود المنحة اعذرهم مامصدكين,Iraq,YT,Socialite,P
كلش فرحت الهم بس يعني تشكروا الرجال تره والله شريف وانسان راقي أحمد البشير,Iraq,YT,Socialite,P
ذولي الجيل شبيهم مافرحانين بالقبولات,Iraq,YT,Socialite,P
"عاشت ايدك 
استاذ حسين انت انسان راقي وطيب اسأل الله العلي العظيم يحفظكم",Iraq,YT,Socialite,P
منو يتفق وياي اقوى برنامج عراقي,Iraq,YT,Socialite,P
كلش فخورة بيك,Iraq,YT,Socialite,P
